name,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews
Priv. BR/BA/living room- sep. entrance-sleeps 3,37.73459,-122.41968,House,Private room,3,$130.00,47
Beautiful Bernal Heights Victorian,37.74316,-122.41914,House,Entire home/apt,6,$325.00,32
FULL KITCHEN ★ 1 BR ★ Downtown San Francisco,37.78946,-122.413,Guest suite,Entire home/apt,4,$252.00,67
Mission 24th St - 2 BR Apartment,37.75351,-122.40733,Apartment,Entire home/apt,4,$121.00,4
Private Telegraph Hill Oasis Home,37.80228,-122.40691,House,Entire home/apt,6,$700.00,53
Guest Suite with Private Entry in Geographic City Center,37.76385,-122.44306,Guest suite,Entire home/apt,2,$165.00,266
Lux Furnished 1BR Apt w/pool wiFi,37.78796,-122.39299,Apartment,Entire home/apt,3,$225.00,0
Lux 1BR Apt in Gated Community/wifi,37.7722,-122.39164,Apartment,Entire home/apt,3,$205.00,0
Lux 1BR Apt in Hi-Rise w/free wifi,37.79069,-122.3932,Apartment,Entire home/apt,3,$215.00,0
Modern Private Suite in the Mission,37.75247,-122.41173,House,Private room,3,$135.00,169
Luxury Condo in Prime SF location,37.79435,-122.43624,Condominium,Entire home/apt,4,$650.00,7
Spacious Home in Quiet Neighborhood - Sleeps 12,37.71793,-122.43393,House,Entire home/apt,12,$250.00,21
Sunny Room w/ a Private Bathroom,37.75319,-122.40195,Townhouse,Private room,1,$88.00,152
Nob Hill Bedroom #2,37.79024,-122.41938,Apartment,Private room,2,$120.00,23
Nob Hill Bedroom #3,37.79102,-122.41923,Apartment,Private room,2,$90.00,15
Nob Hill Bedroom #7,37.79206,-122.42135,Apartment,Private room,2,$120.00,2
Nob Hill Bedroom #6,37.79227,-122.42059,Apartment,Private room,2,$120.00,14
Monthly rental Chinatown Moscone C3 Financial Dist,37.79598,-122.40448,Guest suite,Entire home/apt,2,$108.00,84
Tiny Urban Cottage,37.75239,-122.42648,Guesthouse,Entire home/apt,2,$159.00,167
NON-SMOKING  NON-SMOKING    LARGE   2-BR Apartment,37.78547,-122.46457,Apartment,Entire home/apt,4,$139.00,9
700sq ft Luxury Apartment w Balcony,37.72979,-122.37094,Apartment,Entire home/apt,2,$250.00,1
Dbl Bed In a Shared Dorm @ SF Hostel #2,37.79849,-122.40407,Bed and breakfast,Shared room,2,$69.00,138
Gorgeous Cozy 1bd in Pac Heights,37.79541,-122.43665,Apartment,Entire home/apt,2,$132.00,2
A Friendly Room UCSF/USF - San Francisco,37.76549,-122.45321,Apartment,Private room,2,$69.00,2
Telegraph Hill - Postcard Views!!,37.80384,-122.40892,Condominium,Entire home/apt,4,$250.00,12
Dreamy Centrally Located Home with Choice of Outside Space,37.78269,-122.42847,Townhouse,Entire home/apt,6,$295.00,33
Comfort & Quiet In Laurel Heights,37.78784,-122.45171,Apartment,Entire home/apt,2,$124.00,0
Private Garden Retreat,37.73563,-122.4377,Bungalow,Entire home/apt,2,$125.00,123
Bright Mission District Condo Close to BART,37.761,-122.4218,Condominium,Entire home/apt,2,$245.00,31
Upscale SF home w/parking — long-term discount!,37.78552,-122.44538,Other,Entire home/apt,4,$135.00,2
Designer Marina District Apartment,37.80066,-122.44032,Apartment,Entire home/apt,2,$650.00,2
Spacious in-law apartment in Bernal Heights,37.73567,-122.423,Guest suite,Entire home/apt,4,$159.00,126
Large Room with Bath and Bay View,37.75948,-122.39655,Apartment,Private room,2,$125.00,91
Bernal  Cottage,37.74058,-122.41581,House,Entire home/apt,4,$141.00,73
Pacific Heights Victorian with Backyard Dining Area,37.79095,-122.43436,House,Entire home/apt,6,$1350.00,11
Sunny Victorian room in SoMa near BART station!,37.77733,-122.41078,House,Private room,2,$100.00,186
Beautiful Victorian room in SoMa near BART!,37.77622,-122.41113,House,Private room,2,$95.00,182
Relaxing Victorian room in SoMa next to BART!,37.77716,-122.40931,House,Private room,2,$90.00,185
Cozy Victorian room in SoMa next to BART station!,37.77737,-122.41072,House,Private room,2,$80.00,171
Modern Luxury 2BR #2,37.79209,-122.40611,Apartment,Entire home/apt,3,$149.00,3
Modern Luxury 2BR #8,37.79202,-122.40585,Apartment,Entire home/apt,3,$149.00,5
Modern Luxury 1BR #6,37.79204,-122.40618,Apartment,Entire home/apt,2,$126.00,2
Startup Basecamporg The First Startup Hotel!,37.78199,-122.4217,Boutique hotel,Private room,14,$69.00,12
Central Mission Potrero 1BED-1BATH,37.76515,-122.40584,House,Entire home/apt,2,$114.00,120
Grand Mission - 18th Street 1 BD/1BA,37.7629,-122.41873,Apartment,Entire home/apt,2,$99.00,9
Pretty 1 Bdrm in Noe Valley with Private Balcony,37.74494,-122.43084,Apartment,Entire home/apt,2,$116.00,1
Startup Basecamporg -Startup Hotel,37.78208,-122.42177,Hotel,Private room,2,$69.00,12
Nice and Cozy Perfectly Located SF Garden Studio!,37.72602,-122.44089,Apartment,Entire home/apt,2,$126.00,114
Elegant Lone Mountain Oasis with Ocean Views,37.77928,-122.4528,Condominium,Entire home/apt,5,$400.00,54
Mission Terminal 2 BR 2 BATHS,37.75726,-122.40933,Apartment,Entire home/apt,4,$118.00,7
Golden Gate Heights,37.75122,-122.47071,House,Private room,2,$140.00,3
2BR Family Home w/ Large Backyard,37.77558,-122.45519,House,Entire home/apt,6,$289.00,96
Cozy Room in Sunset near Golden Gate Park & Beach,37.74143,-122.49269,House,Private room,2,$79.00,144
Garden Apt. in Beautiful Noe Valley,37.74459,-122.42752,Guest suite,Entire home/apt,4,$185.00,103
Large house near GG Park and Ocean,37.77938,-122.4995,House,Entire home/apt,7,$600.00,15
Best Kept Secret in Town,37.78002,-122.50385,House,Private room,2,$75.00,83
Nob Hill One BR Apt. - Top Fl. View,37.79014,-122.41685,Apartment,Entire home/apt,2,$148.00,15
Cozy SF designer beach house,37.76182,-122.50462,Tiny house,Entire home/apt,4,$230.00,69
SF 3 bedroom 1.5 bath flat w/views & parking,37.72887,-122.46213,House,Entire home/apt,6,$425.00,47
Charming Mission 1x1 w/ Historic Detail,37.75463,-122.42465,Apartment,Entire home/apt,3,$116.00,0
Unique in a very good way,37.74054,-122.41867,House,Entire home/apt,2,$119.00,9
Luxurious Contemporary City Home close to Amenities,37.76004,-122.44558,House,Entire home/apt,4,$260.00,16
Newly redone 1BR 10 min fr Valencia,37.72547,-122.43211,Apartment,Entire home/apt,3,$105.00,122
Exclusive Victorian Charm,37.78609,-122.42885,Condominium,Entire home/apt,6,$220.00,22
Edwardian Flat in Sunny Potrero Hil,37.76159,-122.40461,Apartment,Entire home/apt,5,$249.00,90
1000 sq ft Hip Hayes Valley penthouse condo,37.77419,-122.42944,Condominium,Entire home/apt,3,$280.00,29
Remodeled flat near trendy Valencia street,37.76564,-122.41746,Apartment,Private room,2,$135.00,181
Sunny Victorian in heart of Castro,37.75995,-122.43539,Apartment,Entire home/apt,2,$150.00,10
2 Bdrm Serenity Art House,37.75465,-122.4002,Guesthouse,Entire home/apt,3,$215.00,79
Furnished private bedroom with private bath,37.73315,-122.44436,House,Private room,2,$90.00,0
Family Friendly Apt. Next to Golden Gate Park!,37.7758,-122.49772,Guest suite,Entire home/apt,4,$299.00,148
Quiet Artist’s Apt in the Mission,37.75728,-122.42097,Apartment,Entire home/apt,2,$148.00,28
Chill Under the Weeping Willow at an 1869 City Sanctuary,37.77438,-122.42413,House,Entire home/apt,8,$1600.00,6
Newly renovated 3BR in Russian Hill,37.79734,-122.41571,Apartment,Entire home/apt,3,$170.00,0
✦Wyndham Canterbury Resort in a 1 Bedroom Deluxe✦,37.7893,-122.41304,Guest suite,Entire home/apt,4,$252.00,72
Classic Studio Apartment - Nob Hill,37.79011,-122.41658,Apartment,Entire home/apt,2,$115.00,12
2BR MARINA:MODERN LIKE NEW CHESTNUT ST 30NT Min,37.80006,-122.44616,Condominium,Entire home/apt,4,$199.00,9
Private room by Fisherman's Wharf & Financial Dis,37.80086,-122.41394,Apartment,Private room,3,$82.00,112
Victorian flat with back garden,37.77418,-122.43196,Apartment,Entire home/apt,4,$159.00,16
CHIC MISSION BAY PENTHOUSE w/ DECK!,37.77475,-122.39407,Condominium,Entire home/apt,2,$170.00,0
Beautiful 1-Bedroom Apt (sleeps 4),37.73907,-122.47727,Apartment,Entire home/apt,4,$140.00,131
Charming two bedroom & large sun room flat,37.77877,-122.47201,Condominium,Entire home/apt,5,$175.00,1
Luxury Edwardian near Fillmore district,37.7823,-122.44046,Apartment,Private room,2,$239.00,98
Top Floor Downtown Studio by Union Square!,37.78394,-122.40991,Apartment,Entire home/apt,2,$79.00,3
Enjoy SF Views from a Spacious Private Suite in a Condominum,37.74625,-122.42361,Condominium,Private room,2,$195.00,47
Private Room Next to GG Park,37.76359,-122.48245,House,Private room,3,$55.00,214
Brand new home with views. Close to... everything!,37.75923,-122.39717,House,Entire home/apt,8,$600.00,28
Large room in great neighborhood,37.76294,-122.46931,House,Private room,2,$120.00,26
Cozy Modern Apt. near Bernal Heights,37.74819,-122.40914,Apartment,Entire home/apt,2,$150.00,21
The Pavilion: A San Francisco Tiny House,37.73103,-122.44218,Tiny house,Entire home/apt,2,$160.00,69
Private Mission Garden Master Bed/Bath,37.75177,-122.41543,Apartment,Entire home/apt,2,$165.00,173
Spacious & Renovated 3BR/2BA Home w/ private deck,37.73615,-122.45143,House,Entire home/apt,6,$275.00,8
Castro Area Victorian Room with Private Bathroom,37.76364,-122.43474,House,Private room,2,$140.00,76
Remodeled Edwardian Apartment Close to Golden Gate Park,37.77384,-122.4711,Condominium,Entire home/apt,5,$360.00,9
Attic Accommodations with Views,37.76406,-122.43392,House,Private room,2,$160.00,86
Private Room in an Alamo Square Painted Lady,37.77779,-122.43207,Condominium,Private room,2,$100.00,59
Modern Luxury 1BR #4,37.79216,-122.4065,Apartment,Entire home/apt,2,$123.00,1
A Spacious Modern Private Master Suite (MM)!!,37.72468,-122.47131,House,Private room,2,$129.00,103
PrivateApartm(2rooms)GoldenGatePark/quiet location,37.75857,-122.48878,Apartment,Entire home/apt,6,$139.00,231
Garden Bedroom in San Francisco Victorian,37.74495,-122.42992,House,Private room,2,$99.00,274
Private Room in Spacious San Francisco Victorian,37.74539,-122.43046,House,Private room,2,$105.00,358
Enjoy the Stunning View in this Historic SF Home.,37.74377,-122.41828,Apartment,Entire home/apt,4,$208.00,151
Jasper's Studio,37.73691,-122.41083,Guest suite,Private room,2,$75.00,234
Beautiful Victorian : Bed/Bath,37.75356,-122.44223,House,Private room,2,$101.00,9
Classic San Francisco Flat (30 day min),37.76253,-122.44885,Apartment,Entire home/apt,4,$195.00,12
Trendy Soma Penthouse View Loft,37.77674,-122.40911,Condominium,Entire home/apt,6,$199.00,8
Come Home to Our South-facing Sanctuary in Super Hip Area,37.77665,-122.44127,Apartment,Entire home/apt,2,$136.00,31
Cozy in-law apartment in SF home,37.72052,-122.39151,House,Entire home/apt,3,$108.00,83
The Bartlett QUEEN,37.7874,-122.40845,Apartment,Private room,2,$110.00,45
The Bartlett QUEEN,37.78726,-122.40955,Apartment,Private room,2,$110.00,59
Incredible: steps from Dolores Park,37.75675,-122.42467,Apartment,Private room,2,$104.00,218
Modern Studio in heart of SF,37.79795,-122.41091,Apartment,Entire home/apt,2,$135.00,1
Charming  Victorian on Haight St.,37.77211,-122.43204,Condominium,Entire home/apt,6,$350.00,2
Home with spectacular SF Bay views,37.72722,-122.41951,House,Entire home/apt,5,$183.00,112
Nob Hill Bungalow,37.79515,-122.41909,Bungalow,Entire home/apt,4,$130.00,100
Private Room #2 Close to the Ocean,37.75746,-122.48286,House,Private room,1,$45.00,1
Beautiful Victorian with City Views,37.74662,-122.41503,Apartment,Entire home/apt,4,$225.00,17
Charming Victorian Apartment,37.75136,-122.42937,Apartment,Entire home/apt,2,$100.00,6
Beautiful & Modern 1BR Loft in SoMa,37.78754,-122.38824,Loft,Entire home/apt,2,$220.00,5
Relaxing  Modern Apt near Ocean+SFO + Free parking,37.73739,-122.50635,Guest suite,Entire home/apt,4,$160.00,206
Sunny Inner Richmond Garden Suite,37.78402,-122.46189,Guest suite,Entire home/apt,4,$225.00,119
1912 Victorian With Epic Views Perched On Gardens,37.79878,-122.40356,House,Entire home/apt,6,$550.00,70
Master Bedroom- Luxury Building Financial District,37.78859,-122.39118,Apartment,Private room,1,$169.00,26
Perfectly Located Updated In-Law by Alamo Square!,37.77618,-122.43217,Guest suite,Entire home/apt,2,$165.00,236
Monthly Broadway.Chinatown.Financial district.,37.79863,-122.40611,Apartment,Private room,2,$65.00,80
Spacious flat near Golden Gate Park,37.7602,-122.47605,House,Entire home/apt,4,$330.00,17
3rd floor flat in North Beach,37.79812,-122.40741,Apartment,Entire home/apt,4,$109.00,3
Private studio with bathroom + free street parking,37.75266,-122.45293,House,Private room,2,$90.00,111
Dbl Bed In a Shared Dorm @ SF Hostel #1,37.79925,-122.4046,Bed and breakfast,Shared room,2,$69.00,87
Private Quarters in Luxury Home,37.71174,-122.39891,Guest suite,Entire home/apt,8,$250.00,95
Mission Dolores APT  w/Private Deck,37.7583,-122.43225,Apartment,Entire home/apt,2,$182.00,2
Room near Dolores Park & J-Muni,37.758,-122.42991,Condominium,Private room,2,$95.00,32
Cozy room with bus to downtown & airport 小巧安静的房间S右,37.72701,-122.44153,House,Private room,2,$97.00,111
Garage Parking Private Bath Quiet Room Garden,37.77526,-122.48875,Guest suite,Entire home/apt,2,$79.00,133
A Clean Central Neighborhood Walk to Yoga or Tennis,37.77589,-122.43274,House,Entire home/apt,4,$179.00,4
Condo with Waterfront Views,37.78538,-122.38997,Apartment,Entire home/apt,4,$202.00,0
Beautiful Castro Edwardian (Master Bedroom),37.76182,-122.43779,Condominium,Private room,2,$125.00,36
The SWEET Spot - Central Location,37.78963,-122.41351,Apartment,Entire home/apt,4,$240.00,86
Pacific Heights Pied-à-terre,37.79025,-122.44439,Guest suite,Entire home/apt,2,$275.00,123
Be Hip! Stay in my Modern studio,37.74609,-122.41131,Apartment,Entire home/apt,2,$115.00,59
DONATELLO Union Sq near Moscone,37.78755,-122.40962,Apartment,Private room,2,$209.00,6
Penthouse Apt in Heart of North Beach w/rooftop,37.79855,-122.40753,Apartment,Entire home/apt,5,$225.00,36
Spacious private room for rent - 30 day min stay,37.77704,-122.47236,Condominium,Private room,2,$85.00,1
Bright Spacious bedroom-30 days min,37.77925,-122.47267,Condominium,Private room,2,$85.00,3
Historic Pac Heights cottage-walk to Union or Polk,37.79683,-122.42576,Guesthouse,Entire home/apt,4,$500.00,15
Mission Efficiency Studio - Convenience/Location!,37.7645,-122.41711,Apartment,Entire home/apt,2,$69.00,3
Private unit near Golden Gate Park,37.77486,-122.46235,Apartment,Entire home/apt,2,$119.00,315
Luxurious Modern Bedroom Views-,37.79579,-122.41114,Apartment,Private room,2,$150.00,4
Luxurious Modern Bedroom Views.,37.79439,-122.41105,Apartment,Private room,2,$150.00,3
Cozy single bedroom #2,37.79195,-122.4214,Apartment,Private room,2,$60.00,2
The Bartlett QUEEN,37.78626,-122.40802,Apartment,Entire home/apt,2,$110.00,80
Nice Room by Beach Lake and Zoo,37.73486,-122.49566,House,Private room,3,$50.00,341
The Bartlett QUEEN,37.78745,-122.40926,Apartment,Entire home/apt,2,$110.00,118
Private Studio in Potrero Hill,37.75582,-122.40162,Apartment,Private room,2,$81.00,121
1-bedroom In-law apartment,37.73368,-122.44614,Guest suite,Entire home/apt,2,$115.00,222
Bright & Spacious Guest Room in a Stylishly Renovated Condo in the Mission,37.76067,-122.42122,Condominium,Private room,2,$160.00,100
Centrally Located Castro Apartment,37.76397,-122.42787,Apartment,Entire home/apt,2,$100.00,8
Rockin' Room in the Sunset,37.74563,-122.47156,Guest suite,Entire home/apt,2,$120.00,177
Elegant Spacious Marina Home Parking By Golden Gate Bridge,37.8039,-122.43974,House,Entire home/apt,8,$1395.00,73
Modern Luxury Condo with Botanical Garden Parking,37.79895,-122.44363,Apartment,Entire home/apt,4,$450.00,21
Luxury home by Golden Gate Park,37.75963,-122.46545,House,Entire home/apt,8,$299.00,6
Large OWNER's Unit in the Mission Dist,37.75776,-122.41697,Apartment,Entire home/apt,5,$336.00,1
Welcome to the edge of the Earth!,37.73935,-122.49681,Guest suite,Entire home/apt,4,$179.00,148
*Prime Location - Golden Gate Park*  UCSF,37.76426,-122.46393,House,Private room,2,$105.00,256
Private Studio with Kitchen - Walk to Beach and Park,37.76069,-122.50283,House,Private room,4,$155.00,333
Parc Telegraph Studio Condo,37.80437,-122.40589,Condominium,Entire home/apt,2,$500.00,1
SF-WOW DIRECT OCEANFRONT elevatorbalconyparking,37.77195,-122.51163,Condominium,Entire home/apt,4,$190.00,0
The Bartlett QUEEN,37.78552,-122.40909,Apartment,Entire home/apt,2,$110.00,84
The Bartlett QUEEN,37.78736,-122.40923,Apartment,Entire home/apt,2,$110.00,110
Panoramic View Of Golden Gate Park,37.77489,-122.46817,Apartment,Entire home/apt,2,$75.00,16
Spacious 2 Bedroom Flat in Vibrant Inner Sunset,37.7589,-122.46598,Apartment,Entire home/apt,4,$140.00,164
Large beautiful 2 BR Haight Ashbury Edwardian,37.76994,-122.45038,Apartment,Entire home/apt,5,$290.00,3
modern architect built home bernal,37.74679,-122.40495,House,Entire home/apt,8,$600.00,41
Charming cottage next to USF,37.78059,-122.44827,House,Entire home/apt,4,$450.00,12
Upscale spacious oasis near shops and restaurants,37.77559,-122.49582,House,Entire home/apt,8,$350.00,11
Female Shared Room 1 month minimum,37.79398,-122.4052,House,Shared room,1,$30.00,0
Live like a local in detached private cozy studio.,37.73577,-122.41672,Guesthouse,Entire home/apt,2,$100.00,269
Canterbury 1 BR Resort,37.78981,-122.41189,Resort,Private room,4,$450.00,5
Lone Mountain Escape,37.77926,-122.44907,House,Entire home/apt,4,$300.00,17
Dorm Bed In Friendly Hostel Community #10,37.79348,-122.40335,Hostel,Shared room,5,$45.00,103
Lux Modern 3BR Condo,37.74617,-122.4248,Condominium,Entire home/apt,6,$725.00,1
Dorm Bed In Friendly Hostel Community #11,37.79325,-122.40326,Hostel,Shared room,1,$45.00,118
Dorm Bed In Friendly Hostel Community #12,37.79454,-122.40315,Hostel,Shared room,2,$45.00,123
Dorm Bed In Friendly Hostel Community #13,37.79471,-122.40329,Hostel,Shared room,3,$45.00,93
Dorm Bed In Friendly Hostel Community #14,37.79304,-122.40324,Hostel,Shared room,4,$45.00,128
Elegant Tudor Style Studio in Mission/Dolores,37.75459,-122.42419,Apartment,Entire home/apt,2,$96.00,2
Private Room in Sunny Bayview Flat,37.73119,-122.38945,Apartment,Private room,1,$70.00,35
3b house w garden patio and large parking space!,37.74885,-122.48752,House,Entire home/apt,7,$150.00,140
